Year,Month_[1-12],Day_[1-31],Julian_Day_[1-366],Hour_[1-24],Sensible_Heat_Flux_[Watt/meter^2],Surface_Friction_Velocity_[meters/second],Convective_Velocity_Scale_[meters/second],Vertical_Potential_Temperature_Gradient_above_PBL_[kelvin/meter],Convective_Mixing_Height_[meters],Mechanical_Mixing_Height_[meters],Monin-Obukhov_Length_[meters],Surface_Roughness_Length_[meters],Bowen_Ratio,Albedo,Wind_Speed_[meters/second],Wind_Direction_[degrees],Height_of_Anemometer_[meters],Temperature_[kelvin],Height_at_which_Temperature_was_Measured_[meters],Precipitation_Type_Code,Precipitation_Amount_[millmeters/hour],Relative_Humidity_[%],Surface_Pressure_[millibar],Cloud_Cover_[tenths],Data_Flag,
23,10,27,300,19,-60.8,0.824,-9,-9,-999,1793,828.8,0.2843,0.99,1,8.2,359,14,293.1,2,0,0,88,1010,8,NAD-SFC,NoSubs
23,10,27,300,20,-3.6,0.077,-9,-9,-999,1330,11.4,0.2843,0.99,1,1.5,349,14,293.1,2,0,0,88,1010,8,NAD-SFC,NoSubs
23,10,27,300,21,-1.3,0.045,-9,-9,-999,1047,6.3,0.1661,0.99,1,1,249,14,293.1,2,0,0,88,1010,8,NAD-SFC,NoSubs
23,10,27,300,22,-2.4,0.068,-9,-9,-999,674,11.5,0.7243,0.99,1,1,119,14,292.1,2,0,0,94,1010,8,NAD-SFC,NoSubs
23,10,27,300,23,-17,0.231,-9,-9,-999,301,65.1,0.4539,0.99,1,2.6,13,14,293.1,2,0,0,94,1010,8,NAD-SFC,NoSubs
23,10,27,300,24,-24.6,0.333,-9,-9,-999,462,135.7,0.5686,0.99,1,3.1,190,14,293.1,2,0,0,97,1010,8,NAD-SFC,NoSubs
23,10,28,301,1,-32.5,0.44,-9,-9,-999,701,236.7,0.4539,0.99,1,4.1,25,14,293.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,10,28,301,2,-37.1,0.503,-9,-9,-999,856,309.4,0.4539,0.99,1,4.6,9,14,293.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,10,28,301,3,-37,0.504,-9,-9,-999,857,310.7,0.4539,0.99,1,4.6,9,14,294.1,2,0,0,94,1010,8,NAD-SFC,NoSubs
23,10,28,301,4,-28.1,0.383,-9,-9,-999,579,179.3,0.2843,0.99,1,4.1,350,14,294.1,2,0,0,94,1010,8,NAD-SFC,NoSubs
23,10,28,301,5,-28.1,0.383,-9,-9,-999,568,179.3,0.2843,0.99,1,4.1,360,14,294.1,2,0,0,94,1010,8,NAD-SFC,NoSubs
23,10,28,301,6,-0.5,0.03,-9,-9,-999,392,4.8,0.5021,0.99,1,0.5,999,14,294.1,2,0,0,94,1010,8,NAD-SFC,NoSubs
23,10,28,301,7,18.5,0.483,0.429,0.006,153,806,-549.6,0.2843,0.99,0.35,4.6,356,14,294.1,2,0,0,94,1010,8,NAD-SFC,NoSubs
23,10,28,301,8,66.9,0.456,0.929,0.006,432,739,-127.4,0.2843,0.99,0.23,4.1,355,14,294.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,10,28,301,9,110,0.515,1.272,0.006,674,886,-111.8,0.2843,0.99,0.2,4.6,343,14,294.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,10,28,301,10,144,0.43,1.498,0.006,843,684,-49.8,0.2843,0.99,0.19,3.6,337,14,294.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,10,28,301,11,167.6,0.309,1.653,0.006,973,423,-15.9,0.3498,0.99,0.19,2.1,307,14,294.6,2,0,0,97,1010,8,NAD-SFC,NoSubs
23,10,28,301,12,178.7,0.41,1.756,0.006,1094,630,-34.7,0.3498,0.99,0.19,3.1,288,14,294.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,10,28,301,13,178.7,0.164,1.813,0.006,1203,232,-2.2,0.1661,0.99,0.19,1,251,14,294.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,10,28,301,14,167.1,0.21,1.818,0.009,1297,231,-5,0.1661,0.99,0.19,1.5,236,14,294.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,10,28,301,15,143.6,0.274,1.761,0.011,1372,343,-12.8,0.5686,0.99,0.19,1.5,216,14,294.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,10,28,301,16,109.5,0.266,1.63,0.011,1427,329,-15.4,0.5686,0.99,0.2,1.5,198,14,294.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,10,28,301,17,66.8,0.122,1.394,0.011,1462,118,-2.5,0.5021,0.99,0.23,0.5,999,14,295.1,2,0,0,94,1010,8,NAD-SFC,NoSubs
23,10,28,301,18,18.4,0.435,0.909,0.011,1471,689,-404.3,0.7243,0.99,0.35,3.1,96,14,295.1,2,0,0,97,1010,8,NAD-SFC,NoSubs
23,10,28,301,19,-5.1,0.098,-9,-9,-999,295,16.4,0.6508,0.99,1,1.5,83,14,295.1,2,0,0,94,1010,8,NAD-SFC,NoSubs
23,10,28,301,20,-7.1,0.108,-9,-9,-999,100,16,0.2843,0.99,1,2.1,318,14,294.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,10,28,301,21,-28,0.383,-9,-9,-999,568,180,0.2843,0.99,1,4.1,345,14,295.1,2,0,0,94,1010,8,NAD-SFC,NoSubs
23,10,28,301,22,-7.1,0.108,-9,-9,-999,208,16,0.2843,0.99,1,2.1,354,14,294.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,10,28,301,23,-28,0.383,-9,-9,-999,568,180,0.2843,0.99,1,4.1,340,14,295.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,10,28,301,24,-32.2,0.439,-9,-9,-999,697,236.8,0.2843,0.99,1,4.6,349,14,295.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,10,29,302,1,-44.9,0.613,-9,-9,-999,1150,461.3,0.2843,0.99,1,6.2,319,14,295.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,10,29,302,2,-32.2,0.439,-9,-9,-999,727,236.8,0.2843,0.99,1,4.6,328,14,295.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,10,29,302,3,-15.2,0.208,-9,-9,-999,291,52.9,0.3498,0.99,1,2.6,309,14,295.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,10,29,302,4,-13.9,0.19,-9,-9,-999,200,44.4,0.2843,0.99,1,2.6,353,14,295.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,10,29,302,5,-43.4,0.592,-9,-9,-999,1093,430.7,0.3498,0.99,1,5.7,305,14,295.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,10,29,302,6,-999,-9,-9,-9,-999,-999,-99999,0.2843,0.99,1,4.6,344,14,295.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,10,29,302,7,-999,-9,-9,-9,-999,-999,-99999,0.2843,0.99,0.35,4.6,339,14,295.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,10,29,302,8,-999,-9,-9,-9,-999,-999,-99999,0.2843,0.99,0.23,4.1,358,14,295.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,10,29,302,9,162.9,0.481,-9,-9,-999,800,-61.4,0.2843,0.99,0.2,4.1,333,14,294.1,2,0,0,100,1010,3,NAD-SFC,NoSubs
23,10,29,302,10,215.1,0.612,-9,-9,-999,1148,-96.1,0.3498,0.99,0.19,5.1,314,14,295.1,2,0,0,94,1010,3,NAD-SFC,NoSubs
23,10,29,302,11,224.5,0.353,-9,-9,-999,573,-17.6,0.2843,0.99,0.19,2.6,327,14,295.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,10,29,302,12,240.8,0.495,-9,-9,-999,835,-45.3,0.2843,0.99,0.19,4.1,345,14,297.1,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,10,29,302,13,269.4,0.647,-9,-9,-999,1248,-90.6,0.2843,0.99,0.19,5.7,336,14,298.1,2,0,0,78,1010,3,NAD-SFC,NoSubs
23,10,29,302,14,253.1,0.589,-9,-9,-999,1090,-72.7,0.2843,0.99,0.19,5.1,356,14,300.1,2,0,0,70,1010,3,NAD-SFC,NoSubs
23,10,29,302,15,218.7,0.64,-9,-9,-999,1226,-107.8,0.2843,0.99,0.19,5.7,353,14,302.1,2,0,0,62,1010,3,NAD-SFC,NoSubs
23,10,29,302,16,167.6,0.678,-9,-9,-999,1339,-167.8,0.2843,0.99,0.2,6.2,353,14,303.1,2,0,0,62,1010,3,NAD-SFC,NoSubs
23,10,29,302,17,102.6,0.466,-9,-9,-999,811,-88.9,0.2843,0.99,0.23,4.1,352,14,304.1,2,0,0,62,1010,3,NAD-SFC,NoSubs
23,10,29,302,18,27.6,0.699,-9,-9,-999,1402,-1118,0.7243,0.99,0.35,5.1,129,14,302.1,2,0,0,66,1010,3,NAD-SFC,NoSubs
23,10,29,302,19,-64,0.649,-9,-9,-999,1260,384.5,0.7243,0.99,1,5.1,123,14,299.1,2,0,0,79,1010,3,NAD-SFC,NoSubs
23,10,29,302,20,-64,1.024,-9,-9,-999,2483,1510.8,0.7243,0.99,1,7.7,116,14,297.1,2,0,0,83,1010,3,NAD-SFC,NoSubs
23,10,29,302,21,-64,0.739,-9,-9,-999,1637,568.2,0.7243,0.99,1,5.7,102,14,296.1,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,10,29,302,22,-44.7,0.508,-9,-9,-999,952,264.3,0.7243,0.99,1,4.1,108,14,296.1,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,10,29,302,23,-29.8,0.338,-9,-9,-999,509,117,0.6508,0.99,1,3.1,81,14,296.1,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,10,29,302,24,-22,0.25,-9,-9,-999,305,63.7,0.6508,0.99,1,2.6,85,14,296.1,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,10,30,303,1,-2.9,0.068,-9,-9,-999,96,9.7,0.7243,0.99,1,1,90,14,296.1,2,0,0,83,1010,3,NAD-SFC,NoSubs
23,10,30,303,2,-999,-9,-9,-9,-999,-999,-99999,0.5021,0.99,1,0,0,14,295.1,2,0,0,94,1010,1,NAD-SFC,NoSubs
23,10,30,303,3,-0.5,0.027,-9,-9,-999,11,3.4,0.3498,0.99,1,0.5,283,14,295.1,2,0,0,94,1010,1,NAD-SFC,NoSubs
23,10,30,303,4,-0.6,0.03,-9,-9,-999,13,4,0.5021,0.99,1,0.5,999,14,294.1,2,0,0,100,1010,1,NAD-SFC,NoSubs
23,10,30,303,5,-3.6,0.068,-9,-9,-999,42,7.8,0.1661,0.99,1,1.5,248,14,294.1,2,0,0,94,1010,1,NAD-SFC,NoSubs
23,10,30,303,6,-5.7,0.094,-9,-9,-999,69,12.9,0.5686,0.99,0.76,1.5,206,14,294.1,2,0,0,94,1010,3,NAD-SFC,NoSubs
23,10,30,303,7,24.7,0.152,0.389,0.008,86,143,-12.9,0.3498,0.99,0.35,1,277,14,294.1,2,0,0,94,1010,3,NAD-SFC,NoSubs
23,10,30,303,8,90.5,0.177,0.922,0.006,312,179,-5.5,0.3498,0.99,0.23,1,279,14,294.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,10,30,303,9,148.5,0.189,1.274,0.005,502,197,-4.1,0.3498,0.99,0.2,1,307,14,295.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,10,30,303,10,194.4,0.186,1.538,0.005,675,193,-3,0.2843,0.99,0.19,1,344,14,296.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,10,30,303,11,226.1,0.305,1.86,0.007,1028,404,-11.3,0.2843,0.99,0.19,2.1,330,14,297.1,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,10,30,303,12,181.6,0.438,1.767,0.005,1096,696,-41.7,0.2843,0.99,0.19,3.6,326,14,298.1,2,0,0,78,1010,8,NAD-SFC,NoSubs
23,10,30,303,13,182.1,0.345,1.803,0.005,1161,493,-20.4,0.2843,0.99,0.19,2.6,343,14,299.1,2,0,0,74,1010,8,NAD-SFC,NoSubs
23,10,30,303,14,171.9,0.296,1.798,0.005,1220,387,-13.5,0.2843,0.99,0.19,2.1,338,14,301.1,2,0,0,66,1010,8,NAD-SFC,NoSubs
23,10,30,303,15,196.8,0.441,1.912,0.005,1283,703,-39.3,0.2843,0.99,0.19,3.6,343,14,301.1,2,0,0,62,1010,6,NAD-SFC,NoSubs
23,10,30,303,16,149.6,0.59,1.823,0.005,1461,1087,-123.7,0.6508,0.99,0.2,4.1,59,14,298.6,2,0,0,72,1010,6,NAD-SFC,NoSubs
23,10,30,303,17,68.8,0.317,1.477,0.005,1690,509,-41.5,0.2843,0.99,0.23,2.6,354,14,297.1,2,0,0,83,1010,8,NAD-SFC,NoSubs
23,10,30,303,18,20.5,0.374,1.003,0.005,1775,549,-229.8,0.7243,0.99,0.35,2.6,134,14,297.1,2,0,0,83,1010,8,NAD-SFC,NoSubs
23,10,30,303,19,-33.9,0.464,-9,-9,-999,759,265.4,0.8194,0.99,1,3.6,143,14,295.6,2,0,0,91,1010,8,NAD-SFC,NoSubs
23,10,30,303,20,-30.7,0.378,-9,-9,-999,563,158.2,0.8194,0.99,1,3.1,138,14,295.1,2,0,0,94,1010,7,NAD-SFC,NoSubs
23,10,30,303,21,-26.9,0.366,-9,-9,-999,532,164.1,0.7243,0.99,1,3.1,109,14,294.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,10,30,303,22,-43.3,0.589,-9,-9,-999,1083,424.4,0.7243,0.99,1,4.6,90,14,294.1,2,0,0,94,1010,8,NAD-SFC,NoSubs
23,10,30,303,23,-0.6,0.031,-9,-9,-999,883,4.7,0.5686,0.99,1,0.5,199,14,294.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,10,30,303,24,-3.3,0.068,-9,-9,-999,526,8.6,0.1661,0.99,1,1.5,247,14,294.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,10,31,304,1,-2,0.06,-9,-9,-999,251,9.7,0.5021,0.99,1,1,999,14,295.1,2,0,0,94,1010,8,NAD-SFC,NoSubs
23,10,31,304,2,-3,0.068,-9,-9,-999,72,9.4,0.1661,0.99,1,1.5,260,14,295.1,2,0,0,94,1010,8,NAD-SFC,NoSubs
23,10,31,304,3,-0.5,0.03,-9,-9,-999,15,4.8,0.5021,0.99,1,0.5,999,14,294.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,10,31,304,4,-12.5,0.17,-9,-9,-999,169,35.6,0.7243,0.99,1,2.1,107,14,294.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,10,31,304,5,-26.9,0.366,-9,-9,-999,531,164.1,0.7243,0.99,1,3.1,120,14,294.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,10,31,304,6,-9.5,0.131,-9,-9,-999,185,21.5,0.5686,0.99,0.75,2.1,187,14,294.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,10,31,304,7,20.2,0.24,0.451,0.005,163,282,-61.5,0.7243,0.99,0.34,1.5,115,14,294.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,10,31,304,8,68.5,0.417,0.903,0.006,387,646,-95.2,0.8194,0.99,0.23,2.6,151,14,294.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,10,31,304,9,111.9,0.478,1.226,0.009,593,792,-87.7,0.7243,0.99,0.2,3.1,126,14,295.1,2,0,0,94,1010,8,NAD-SFC,NoSubs
23,10,31,304,10,145.2,0.511,1.463,0.011,777,876,-82.8,0.5686,0.99,0.19,3.6,204,14,294.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,10,31,304,11,169,0.448,1.633,0.011,929,725,-48.1,0.8194,0.99,0.19,2.6,149,14,295.1,2,0,0,94,1010,8,NAD-SFC,NoSubs
23,10,31,304,12,180.2,0.577,1.746,0.014,1066,1050,-95.8,0.8194,0.99,0.19,3.6,151,14,295.1,2,0,0,94,1010,8,NAD-SFC,NoSubs
23,10,31,304,13,180.2,0.577,1.785,0.015,1140,1051,-95.8,0.8194,0.99,0.19,3.6,165,14,295.1,2,0,0,94,1010,8,NAD-SFC,NoSubs
23,10,31,304,14,168.2,0.629,1.763,0.015,1176,1195,-133.1,0.5686,0.99,0.19,4.6,194,14,294.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,10,31,304,15,145,0.631,1.693,0.015,1207,1203,-156.2,0.8194,0.99,0.19,4.1,170,14,294.6,2,0,0,97,1010,8,NAD-SFC,NoSubs
23,10,31,304,16,111.2,0.687,1.56,0.014,1231,1365,-262.8,0.8194,0.99,0.2,4.6,151,14,295.1,2,0,0,88,1010,8,NAD-SFC,NoSubs
23,10,31,304,17,68.2,0.609,1.331,0.015,1245,1149,-298,0.8194,0.99,0.23,4.1,149,14,295.1,2,0,0,88,1010,8,NAD-SFC,NoSubs
23,10,31,304,18,19.9,0.657,0.884,0.015,1249,1277,-1282.9,0.8194,0.99,0.35,4.6,143,14,295.1,2,0,0,88,1010,8,NAD-SFC,NoSubs
23,10,31,304,19,-50.5,0.69,-9,-9,-999,1373,584.9,0.8194,0.99,0.77,5.1,139,14,295.1,2,0,0,83,1010,8,NAD-SFC,NoSubs
23,10,31,304,20,-50.5,0.69,-9,-9,-999,1375,584.8,0.8194,0.99,1,5.1,164,14,295.1,2,0,0,83,1010,8,NAD-SFC,NoSubs
23,10,31,304,21,-39.7,0.541,-9,-9,-999,979,358.1,0.8194,0.99,1,4.1,136,14,294.1,2,0,0,88,1010,8,NAD-SFC,NoSubs
23,10,31,304,22,-39.7,0.541,-9,-9,-999,954,358.1,0.8194,0.99,1,4.1,148,14,294.1,2,0,0,88,1010,8,NAD-SFC,NoSubs
23,10,31,304,23,-28.3,0.385,-9,-9,-999,593,181.2,0.8194,0.99,1,3.1,154,14,294.1,2,0,0,94,1010,8,NAD-SFC,NoSubs
23,10,31,304,24,-22,0.299,-9,-9,-999,398,109.6,0.8194,0.99,1,2.6,177,14,294.1,2,0,0,94,1010,8,NAD-SFC,NoSubs
23,11,1,305,1,-22,0.299,-9,-9,-999,393,109.6,0.8194,0.99,1,2.6,166,14,294.1,2,0,0,94,1010,8,NAD-SFC,NoSubs
23,11,1,305,2,-29.9,0.405,-9,-9,-999,619,200.6,0.5686,0.99,1,3.6,190,14,293.1,2,0,0,94,1010,8,NAD-SFC,NoSubs
23,11,1,305,3,-18.8,0.254,-9,-9,-999,324,78.9,0.5686,0.99,1,2.6,200,14,293.1,2,0,0,94,1010,8,NAD-SFC,NoSubs
23,11,1,305,4,-24.6,0.333,-9,-9,-999,462,135.7,0.5686,0.99,1,3.1,197,14,293.1,2,0,0,94,1010,8,NAD-SFC,NoSubs
23,11,1,305,5,-9.5,0.131,-9,-9,-999,159,21.4,0.5686,0.99,1,2.1,200,14,293.1,2,0,0,94,1010,8,NAD-SFC,NoSubs
23,11,1,305,6,-18.7,0.255,-9,-9,-999,308,79.5,0.5686,0.99,0.75,2.6,221,14,293.1,2,0,0,94,1010,8,NAD-SFC,NoSubs
23,11,1,305,7,20.2,0.406,0.491,0.005,210,620,-297.4,0.5686,0.99,0.34,3.1,190,14,293.1,2,0,0,94,1010,8,NAD-SFC,NoSubs
23,11,1,305,8,68.5,0.488,0.955,0.005,459,817,-152.5,0.5686,0.99,0.23,3.6,205,14,293.1,2,0,0,94,1010,8,NAD-SFC,NoSubs
23,11,1,305,9,148.6,0.4,1.461,0.005,756,614,-38.8,0.5686,0.99,0.2,2.6,188,14,293.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,11,1,305,10,193.8,0.466,1.718,0.005,944,763,-47.1,0.5686,0.99,0.19,3.1,201,14,293.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,11,1,305,11,225.4,0.712,1.912,0.007,1119,1441,-144.3,0.8194,0.99,0.19,4.6,178,14,294.1,2,0,0,88,1010,6,NAD-SFC,NoSubs
23,11,1,305,12,241,0.857,2.045,0.007,1280,1896,-234.8,0.8194,0.99,0.19,5.7,150,14,295.1,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,11,1,305,13,241.4,0.922,2.115,0.007,1416,2117,-292.1,0.8194,0.99,0.19,6.2,152,14,296.1,2,0,0,78,1010,6,NAD-SFC,NoSubs
23,11,1,305,14,226.1,0.649,2.121,0.007,1524,1349,-108.8,0.8194,0.99,0.19,4.1,157,14,296.1,2,0,0,73,1010,6,NAD-SFC,NoSubs
23,11,1,305,15,194.7,0.879,2.052,0.007,1602,1972,-313.9,0.7243,0.99,0.19,6.2,131,14,296.1,2,0,0,73,1010,6,NAD-SFC,NoSubs
23,11,1,305,16,149.9,0.697,1.904,0.007,1662,1441,-203.4,0.8194,0.99,0.2,4.6,149,14,297.1,2,0,0,69,1010,6,NAD-SFC,NoSubs
23,11,1,305,17,92.5,0.748,1.632,0.007,1697,1550,-407.6,0.8194,0.99,0.23,5.1,141,14,297.1,2,0,0,69,1010,6,NAD-SFC,NoSubs
23,11,1,305,18,26.8,0.845,1.082,0.007,1702,1857,-2024.4,0.7243,0.99,0.35,6.2,129,14,295.1,2,0,0,78,1010,6,NAD-SFC,NoSubs
23,11,1,305,19,-53.7,0.609,-9,-9,-999,1207,378,0.8194,0.99,0.76,4.6,146,14,295.1,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,11,1,305,20,-45,0.508,-9,-9,-999,885,262.2,0.7243,0.99,1,4.1,115,14,294.1,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,11,1,305,21,-31.3,0.352,-9,-9,-999,524,125.8,0.7243,0.99,1,3.1,117,14,293.1,2,0,0,88,1010,6,NAD-SFC,NoSubs
23,11,1,305,22,-40.3,0.454,-9,-9,-999,733,208.4,0.8194,0.99,1,3.6,150,14,293.1,2,0,0,91,1010,6,NAD-SFC,NoSubs
23,11,1,305,23,-23.3,0.262,-9,-9,-999,353,69.6,0.7243,0.99,1,2.6,122,14,293.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,11,1,305,24,-12.5,0.148,-9,-9,-999,147,23.4,0.8194,0.99,1,2.1,170,14,293.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,11,2,306,1,-45.2,0.508,-9,-9,-999,868,261.1,0.7243,0.99,1,4.1,124,14,293.1,2,0,0,88,1010,6,NAD-SFC,NoSubs
23,11,2,306,2,-43.3,0.488,-9,-9,-999,820,242.5,0.6508,0.99,1,4.1,82,14,294.1,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,11,2,306,3,-45,0.508,-9,-9,-999,868,262.2,0.7243,0.99,1,4.1,101,14,294.1,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,11,2,306,4,-23.3,0.263,-9,-9,-999,385,70.1,0.7243,0.99,1,2.6,126,14,294.1,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,11,2,306,5,-20.6,0.231,-9,-9,-999,269,54.2,0.5686,0.99,1,2.6,207,14,293.1,2,0,0,88,1010,6,NAD-SFC,NoSubs
23,11,2,306,6,-47,0.532,-9,-9,-999,932,288.9,0.8194,0.99,0.74,4.1,151,14,293.1,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,11,2,306,7,27.1,0.66,0.423,0.005,100,1285,-957,0.8194,0.99,0.34,4.6,136,14,292.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,11,2,306,8,91.6,0.44,1.152,0.005,601,750,-83.7,0.5686,0.99,0.23,3.1,211,14,292.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,11,2,306,9,148.7,0.456,1.578,0.006,954,740,-57.6,0.5686,0.99,0.2,3.1,216,14,292.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,11,2,306,10,193.8,0.44,1.815,0.007,1113,701,-39.5,0.4539,0.99,0.19,3.1,28,14,292.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,11,2,306,11,225.3,0.505,1.978,0.006,1240,860,-51.5,0.7243,0.99,0.19,3.1,106,14,293.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,11,2,306,12,240.4,0.275,2.075,0.005,1342,398,-7.8,0.4539,0.99,0.19,1.5,33,14,293.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,11,2,306,13,240.3,0.396,2.123,0.005,1438,599,-23.3,0.4539,0.99,0.19,2.6,29,14,293.1,2,0,0,88,1010,6,NAD-SFC,NoSubs
23,11,2,306,14,225.5,0.505,2.12,0.005,1527,861,-51.5,0.7243,0.99,0.19,3.1,92,14,294.1,2,0,0,88,1010,6,NAD-SFC,NoSubs
23,11,2,306,15,193.5,0.441,2.065,0.01,1643,706,-39.8,0.2843,0.99,0.19,3.6,328,14,292.6,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,11,2,306,16,147.9,0.385,1.957,0.018,1829,575,-34.7,0.2843,0.99,0.2,3.1,330,14,292.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,11,2,306,17,91.5,0.515,1.704,0.02,1952,887,-134.4,0.6508,0.99,0.23,3.6,62,14,294.1,2,0,0,88,1010,6,NAD-SFC,NoSubs
23,11,2,306,18,20,0.211,1.03,0.02,1968,351,-42.4,0.4539,0.99,0.34,1.5,22,14,293.1,2,0,0,94,1010,8,NAD-SFC,NoSubs
23,11,2,306,19,-7.1,0.108,-9,-9,-999,114,16,0.2843,0.99,0.75,2.1,321,14,292.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,11,2,306,20,-5.4,0.101,-9,-9,-999,77,17.2,0.7243,0.99,1,1.5,109,14,293.1,2,0,0,94,1010,8,NAD-SFC,NoSubs
23,11,2,306,21,-2,0.06,-9,-9,-999,36,9.6,0.5021,0.99,1,1,999,14,294.1,2,0,0,88,1010,8,NAD-SFC,NoSubs
23,11,2,306,22,-3.6,0.077,-9,-9,-999,51,11.4,0.2843,0.99,1,1.5,320,14,293.1,2,0,0,94,1010,8,NAD-SFC,NoSubs
23,11,2,306,23,-11.1,0.137,-9,-9,-999,122,20.8,0.6508,0.99,1,2.1,65,14,293.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,11,2,306,24,-1.8,0.051,-9,-9,-999,32,6.9,0.2843,0.99,1,1,320,14,293.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,11,3,307,1,-6.4,0.095,-9,-9,-999,70,12,0.1661,0.99,1,2.1,232,14,293.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,11,3,307,2,-0.6,0.031,-9,-9,-999,16,4.6,0.5686,0.99,1,0.5,218,14,293.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,11,3,307,3,-15.5,0.175,-9,-9,-999,175,30.8,0.3498,0.99,1,2.6,288,14,293.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,11,3,307,4,-8.4,0.114,-9,-9,-999,93,15.8,0.3498,0.99,1,2.1,296,14,293.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,11,3,307,5,-28.4,0.32,-9,-9,-999,433,103.4,0.5686,0.99,1,3.1,212,14,293.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,11,3,307,6,-20.5,0.233,-9,-9,-999,273,55.5,0.5686,0.99,0.73,2.6,214,14,293.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,11,3,307,7,27.7,0.23,0.564,0.005,232,265,-39.6,0.5686,0.99,0.34,1.5,198,14,292.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,11,3,307,8,92.2,0.221,1.105,0.005,528,249,-10.5,0.8194,0.99,0.23,1,160,14,292.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,11,3,307,9,149.2,0.275,1.48,0.006,783,346,-12.5,0.5686,0.99,0.2,1.5,220,14,292.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
